hour,day,month,trip_seconds,trip_miles,trip_total,_#NO_CLASS#_
0.437500,0.533333,0.818182,0.041405,0.200000,0.016980,-1
0.635417,0.700000,0.363636,0.131744,1.240000,0.065638,-1
0.437500,0.700000,0.090909,0.033877,0.220000,0.012919,-1
0.562500,0.166667,0.000000,0.056462,0.200000,0.019262,-1
0.375000,0.766667,1.000000,0.094103,0.340000,0.031040,-1
0.291667,0.433333,0.363636,0.018821,0.160000,0.010235,-1
0.729167,0.500000,0.727273,0.041405,0.220000,0.026342,-1
0.375000,0.300000,0.818182,0.086575,0.400000,0.021644,-1
0.604167,0.533333,0.181818,0.079046,0.740000,0.029698,-1
0.822917,0.233333,0.636364,0.056462,0.300000,0.026678,-1
0.260417,0.966667,0.818182,0.048934,0.160000,0.012919,-1
0.927083,0.566667,0.181818,0.109159,0.900000,0.056711,-1
0.322917,0.100000,1.000000,0.229611,0.160000,0.039094,-1
0.760417,0.366667,0.636364,0.026349,0.200000,0.014262,-1
0.812500,0.266667,0.000000,0.033877,0.160000,0.011577,-1
0.406250,0.600000,0.090909,0.139272,1.560000,0.069195,-1
0.687500,0.733333,0.727273,0.101631,0.460000,0.039228,-1
0.791667,0.800000,0.090909,0.041405,0.280000,0.014933,-1
0.250000,0.266667,0.272727,0.033877,0.100000,0.012919,-1
0.968750,0.000000,0.545455,0.003764,0.080000,0.006208,-1
0.302083,0.800000,0.636364,0.116688,0.360000,0.033758,-1
0.791667,0.300000,0.272727,0.056462,0.360000,0.017617,-1
0.885417,0.900000,0.818182,0.026349,0.160000,0.024329,-1
0.885417,0.633333,0.363636,0.026349,0.100000,0.013423,-1
0.250000,0.633333,0.181818,0.033877,0.100000,0.009564,-1
0.229167,0.166667,0.636364,0.056462,0.260000,0.015604,-1
0.635417,0.500000,0.000000,0.086575,0.940000,0.036409,-1
0.864583,0.833333,0.454545,0.026349,0.120000,0.013926,-1
0.520833,0.766667,0.727273,0.131744,0.340000,0.033758,-1
0.750000,1.000000,0.818182,0.116688,1.260000,0.045134,-1
0.437500,0.833333,0.363636,0.417817,2.360000,0.104195,-1
0.604167,0.100000,0.454545,0.011292,0.060000,0.018456,-1
0.385417,0.566667,0.727273,0.063990,0.180000,0.014933,-1
0.666667,0.400000,0.363636,0.079046,0.460000,0.021644,-1
0.687500,0.033333,0.727273,0.071518,0.520000,0.022987,-1
0.531250,0.533333,0.000000,0.101631,0.460000,0.038423,-1
0.770833,0.400000,0.636364,0.056462,0.660000,0.031040,-1
0.604167,0.733333,0.000000,0.079046,1.160000,0.049866,-1
0.708333,0.300000,0.090909,0.214555,2.620000,0.090772,-1
0.604167,0.300000,0.000000,0.079046,0.400000,0.022987,-1
0.895833,0.100000,1.000000,0.101631,0.980000,0.047450,-1
0.552083,0.066667,0.545455,0.071518,0.360000,0.022315,-1
0.947917,0.433333,0.181818,0.048934,0.460000,0.020302,-1
0.000000,0.833333,0.454545,0.086575,0.780000,0.047651,-1
0.437500,0.800000,0.727273,0.041405,0.160000,0.015235,-1
0.968750,0.933333,0.272727,0.063990,0.820000,0.034396,-1
0.166667,0.800000,0.727273,0.048934,0.300000,0.030403,-1
0.572917,0.500000,0.090909,0.086575,0.440000,0.028926,-1
0.906250,0.333333,0.636364,0.018821,0.060000,0.007550,-1
0.697917,0.033333,0.727273,0.124216,0.840000,0.034396,-1
0.677083,0.600000,0.363636,0.041405,0.160000,0.016980,-1
0.770833,0.566667,0.636364,0.048934,0.160000,0.015604,-1
0.593750,0.633333,0.090909,0.094103,0.440000,0.023658,-1
0.572917,0.400000,0.545455,0.033877,0.140000,0.014430,-1
0.854167,0.533333,0.545455,0.071518,0.440000,0.038020,-1
0.635417,0.033333,0.727273,0.139272,0.960000,0.041107,-1
0.697917,0.233333,1.000000,0.063990,0.820000,0.035067,-1
0.854167,0.000000,0.818182,0.056462,0.280000,0.019631,-1
0.375000,0.133333,0.363636,0.267252,3.580000,0.166275,-1
0.854167,0.466667,0.818182,0.011292,0.060000,0.006208,-1
0.458333,0.333333,1.000000,0.063990,0.620000,0.027685,-1
0.760417,0.166667,0.818182,0.094103,1.060000,0.039765,-1
0.666667,0.366667,0.000000,0.101631,1.020000,0.040436,-1
0.739583,0.566667,0.636364,0.033877,0.240000,0.012248,-1
0.364583,0.566667,1.000000,0.056462,0.220000,0.021644,-1
0.250000,0.200000,0.545455,0.063990,0.300000,0.017617,-1
0.635417,0.733333,0.363636,0.041405,0.180000,0.018960,-1
0.635417,0.666667,0.000000,0.011292,0.100000,0.014933,-1
0.416667,0.066667,0.909091,0.079046,0.500000,0.022315,-1
0.895833,0.200000,0.636364,0.079046,1.160000,0.057248,-1
0.364583,0.966667,0.000000,0.026349,0.100000,0.017819,-1
0.614583,0.500000,0.545455,0.056462,0.240000,0.023289,-1
0.156250,0.800000,0.181818,0.304893,0.540000,0.057215,-1
0.593750,0.933333,1.000000,0.071518,0.400000,0.028691,-1
0.822917,0.200000,0.090909,0.071518,0.300000,0.017617,-1
0.166667,0.966667,0.000000,0.041405,0.220000,0.013591,-1
0.854167,0.533333,0.818182,0.041405,0.260000,0.020973,-1
0.510417,0.033333,0.727273,0.116688,0.440000,0.026342,-1
0.687500,0.533333,0.272727,0.079046,0.400000,0.020973,-1
0.531250,0.166667,0.181818,0.124216,0.220000,0.023658,-1
0.604167,0.433333,0.636364,0.124216,0.380000,0.027685,-1
0.718750,0.633333,0.818182,0.011292,0.100000,0.010906,-1
0.416667,0.800000,0.636364,0.131744,0.360000,0.027013,-1
0.635417,0.266667,0.454545,0.131744,1.060000,0.043121,-1
0.260417,0.966667,0.454545,0.079046,0.340000,0.020302,-1
0.354167,0.866667,0.181818,0.071518,0.240000,0.016275,-1
0.385417,0.733333,0.090909,0.033877,0.220000,0.016846,-1
0.260417,0.233333,1.000000,0.071518,0.260000,0.031711,-1
0.468750,0.933333,1.000000,0.116688,0.200000,0.029698,-1
0.250000,0.966667,0.727273,0.071518,0.280000,0.025805,-1
0.739583,0.466667,0.727273,0.056462,0.260000,0.015604,-1
0.812500,0.033333,0.000000,0.094103,0.400000,0.027685,-1
0.364583,0.133333,0.090909,0.071518,0.240000,0.016946,-1
0.729167,0.666667,0.181818,0.079046,0.900000,0.033725,-1
0.864583,0.300000,0.454545,0.048934,0.200000,0.026007,-1
0.968750,0.366667,0.181818,0.161857,2.800000,0.100168,-1
0.906250,0.533333,0.545455,0.056462,0.540000,0.032953,-1
0.333333,0.566667,0.090909,0.056462,0.300000,0.016275,-1
0.750000,0.133333,0.181818,0.079046,0.980000,0.037081,-1
0.531250,0.600000,0.727273,0.146801,0.600000,0.033054,-1
0.572917,0.700000,0.272727,0.176913,1.620000,0.071309,-1
0.677083,0.166667,0.636364,0.063990,0.480000,0.021644,-1
0.229167,0.933333,0.454545,0.199498,0.540000,0.043792,-1
0.197917,0.500000,0.272727,0.048934,0.140000,0.012248,-1
0.562500,0.433333,0.454545,0.184442,2.720000,0.096812,-1
0.677083,0.800000,0.090909,0.018821,0.140000,0.008893,-1
0.708333,0.633333,0.363636,0.048934,0.200000,0.020302,-1
0.875000,1.000000,0.545455,0.041405,0.180000,0.020336,-1
0.718750,0.100000,0.090909,0.026349,0.180000,0.018289,-1
0.552083,0.533333,0.818182,0.274780,1.360000,0.084933,-1
0.666667,0.633333,0.090909,0.094103,0.660000,0.032718,-1
0.843750,0.333333,0.363636,0.079046,0.940000,0.036409,-1
0.708333,0.500000,1.000000,0.011292,0.080000,0.010235,-1
0.604167,0.466667,0.727273,0.079046,0.260000,0.025705,-1
0.604167,0.233333,0.272727,0.056462,0.340000,0.029362,-1
0.510417,0.333333,0.363636,0.086575,0.480000,0.029732,-1
0.552083,0.800000,0.181818,0.071518,0.300000,0.021644,-1
0.406250,0.933333,0.000000,0.071518,0.240000,0.017617,-1
0.312500,0.533333,0.454545,0.086575,0.300000,0.019631,-1
0.843750,0.866667,0.181818,0.071518,0.800000,0.034396,-1
0.302083,0.000000,0.363636,0.199498,1.340000,0.072349,-1
0.802083,0.500000,0.181818,0.063990,0.420000,0.020302,-1
0.802083,0.700000,0.000000,0.146801,1.080000,0.044463,-1
0.322917,0.400000,0.363636,0.154329,1.040000,0.063758,-1
0.677083,0.133333,0.818182,0.131744,1.640000,0.057886,-1
0.270833,0.466667,0.818182,0.176913,0.400000,0.033054,-1
0.177083,0.266667,0.909091,0.214555,3.220000,0.207886,-1
0.729167,0.800000,0.090909,0.063990,0.500000,0.027315,-1
0.406250,0.900000,0.545455,0.079046,0.320000,0.018960,-1
0.197917,0.600000,1.000000,0.086575,0.780000,0.041779,-1
0.822917,0.266667,0.090909,0.116688,1.460000,0.051174,-1
0.385417,0.733333,0.818182,0.026349,0.100000,0.012718,-1
0.510417,0.133333,0.636364,0.109159,0.340000,0.027013,-1
0.541667,0.866667,0.090909,0.176913,0.420000,0.037081,-1
0.677083,0.900000,0.363636,0.229611,3.600000,0.125671,-1
0.322917,0.300000,0.909091,0.109159,0.300000,0.022315,-1
0.312500,0.133333,0.636364,0.063990,0.260000,0.019631,-1
0.447917,0.533333,0.909091,0.387704,2.100000,0.096141,-1
0.895833,0.400000,0.636364,0.086575,0.720000,0.047651,-1
0.687500,0.833333,0.090909,0.041405,0.200000,0.012248,-1
0.520833,0.100000,0.909091,0.094103,0.180000,0.019631,-1
0.656250,0.700000,0.818182,0.041405,0.260000,0.016275,-1
0.833333,0.366667,0.000000,0.124216,0.880000,0.033725,-1
0.541667,0.300000,0.454545,0.086575,0.180000,0.021644,-1
0.802083,0.066667,0.818182,0.026349,0.240000,0.012248,-1
0.583333,0.266667,0.272727,0.214555,1.660000,0.065940,-1
0.177083,0.400000,0.090909,0.048934,0.040000,0.011577,-1
0.562500,0.166667,0.181818,0.063990,0.220000,0.018960,-1
0.614583,0.633333,0.363636,0.259724,3.740000,0.136074,-1
0.697917,0.000000,0.818182,0.033877,0.160000,0.010906,-1
0.937500,0.633333,0.181818,0.048934,0.500000,0.020973,-1
0.541667,0.366667,0.909091,0.161857,0.800000,0.049698,-1
0.208333,0.966667,0.454545,0.048934,0.320000,0.019631,-1
0.364583,0.700000,1.000000,0.071518,0.180000,0.016946,-1
0.281250,0.400000,0.181818,0.033877,0.180000,0.013255,-1
0.927083,0.800000,0.272727,0.026349,0.240000,0.026678,-1
0.802083,0.333333,0.545455,0.048934,0.360000,0.020067,-1
0.520833,0.033333,0.545455,0.169385,0.240000,0.041812,-1
0.322917,0.166667,0.909091,0.222083,3.380000,0.144497,-1
0.885417,0.100000,1.000000,0.041405,0.200000,0.017953,-1
0.770833,0.533333,0.909091,0.056462,0.340000,0.016946,-1
0.781250,0.000000,0.545455,0.094103,1.020000,0.049866,-1
0.833333,0.266667,0.363636,0.116688,1.040000,0.043121,-1
0.229167,0.300000,0.090909,0.101631,0.480000,0.030705,-1
0.625000,0.933333,0.818182,0.086575,0.280000,0.025168,-1
0.885417,0.100000,0.272727,0.048934,0.180000,0.013591,-1
0.854167,0.833333,1.000000,0.026349,0.300000,0.013591,-1
0.708333,0.966667,0.000000,0.056462,0.360000,0.024933,-1
0.927083,0.533333,0.454545,0.274780,4.020000,0.129698,-1
0.562500,0.100000,0.909091,0.056462,0.300000,0.022483,-1
0.281250,0.733333,0.363636,0.071518,0.400000,0.025336,-1
0.791667,0.500000,0.090909,0.071518,0.900000,0.033725,-1
0.687500,0.133333,0.727273,0.207026,1.720000,0.071644,-1
0.156250,0.533333,1.000000,0.101631,0.540000,0.036409,-1
0.947917,0.200000,0.636364,0.304893,1.840000,0.105705,-1
0.864583,0.600000,0.454545,0.131744,0.760000,0.033725,-1
0.562500,0.700000,0.636364,0.131744,0.440000,0.031711,-1
0.364583,0.466667,0.000000,0.026349,0.120000,0.010235,-1
0.572917,0.600000,0.727273,0.003764,0.040000,0.009564,-1
0.562500,0.000000,0.636364,0.199498,1.140000,0.053523,-1
0.708333,0.733333,0.000000,0.154329,1.400000,0.074463,-1
0.239583,0.833333,0.181818,0.041405,0.240000,0.014262,-1
0.614583,0.566667,0.363636,0.033877,0.160000,0.010906,-1
0.750000,0.433333,0.090909,0.041405,0.180000,0.016275,-1
0.697917,0.400000,0.181818,0.199498,3.540000,0.125671,-1
0.604167,0.400000,0.909091,0.048934,0.240000,0.017617,-1
0.229167,0.966667,0.909091,0.041405,0.160000,0.011745,-1
0.604167,0.566667,1.000000,0.169385,0.620000,0.041342,-1
0.812500,0.800000,0.727273,0.071518,0.520000,0.035436,-1
0.125000,0.900000,0.272727,0.169385,1.040000,0.046477,-1
0.500000,0.033333,0.000000,0.131744,0.300000,0.027685,-1
0.645833,0.633333,0.636364,0.101631,0.760000,0.032383,-1
0.427083,0.700000,0.545455,0.079046,0.440000,0.021644,-1
0.229167,0.900000,0.181818,0.191970,3.360000,0.142483,-1
0.302083,0.633333,0.272727,0.071518,0.320000,0.019631,-1
0.864583,0.566667,0.181818,0.086575,1.040000,0.037752,-1
0.572917,0.633333,0.272727,0.048934,0.500000,0.021644,-1
0.927083,1.000000,0.000000,0.086575,0.680000,0.027685,-1
0.729167,0.333333,0.636364,0.146801,0.880000,0.041107,-1
0.291667,0.266667,0.090909,0.048934,0.220000,0.014262,-1
0.760417,0.533333,0.272727,0.079046,0.580000,0.028356,-1
0.718750,0.866667,0.818182,0.079046,1.160000,0.053691,-1
0.937500,0.333333,0.454545,0.056462,0.220000,0.015604,-1
0.927083,0.000000,0.545455,0.071518,0.460000,0.031879,-1
0.572917,0.100000,0.363636,0.048934,0.300000,0.018960,-1
0.843750,0.566667,0.636364,0.018821,0.180000,0.012919,-1
0.562500,0.566667,0.090909,0.139272,0.700000,0.043826,-1
0.718750,0.166667,0.636364,0.063990,1.000000,0.048490,-1
0.375000,0.400000,0.909091,0.086575,0.460000,0.022987,-1
0.177083,0.133333,0.363636,0.176913,0.980000,0.045134,-1
0.562500,0.366667,0.363636,0.033877,0.140000,0.015101,-1
0.270833,0.166667,0.000000,0.041405,0.180000,0.025671,-1
0.625000,0.300000,0.090909,0.079046,0.380000,0.020302,-1
0.708333,0.133333,1.000000,0.124216,0.720000,0.032383,-1
0.927083,0.700000,0.636364,0.071518,0.420000,0.028691,-1
0.645833,0.366667,0.636364,0.056462,0.220000,0.023993,-1
0.750000,0.066667,0.454545,0.056462,0.440000,0.019631,-1
0.635417,0.400000,0.272727,0.056462,0.320000,0.026510,-1
0.729167,0.200000,0.636364,0.056462,0.260000,0.018960,-1
0.406250,1.000000,0.818182,0.056462,0.160000,0.016946,-1
0.270833,0.400000,0.000000,0.041405,0.220000,0.019631,-1
0.770833,0.366667,0.090909,0.011292,0.120000,0.011577,-1
0.562500,0.200000,0.363636,0.139272,0.740000,0.053893,-1
0.281250,0.900000,0.181818,0.094103,1.080000,0.051376,-1
0.562500,0.133333,0.272727,0.011292,0.060000,0.005872,-1
0.177083,0.500000,0.545455,0.086575,1.040000,0.045302,-1
0.333333,0.500000,0.818182,0.033877,0.100000,0.013624,-1
0.781250,0.633333,0.272727,0.071518,0.540000,0.027013,-1
0.802083,0.600000,1.000000,0.041405,0.200000,0.012248,-1
0.927083,0.033333,0.545455,0.071518,0.400000,0.031040,-1
0.364583,0.400000,0.272727,0.101631,0.560000,0.027013,-1
0.781250,0.600000,0.090909,0.018821,0.200000,0.010235,-1
0.333333,0.233333,1.000000,0.026349,0.160000,0.020973,-1
0.583333,0.866667,0.000000,0.086575,0.380000,0.021644,-1
0.541667,0.633333,0.272727,0.056462,0.260000,0.016275,-1
0.614583,0.133333,0.727273,0.041405,0.740000,0.032953,-1
0.802083,0.466667,0.454545,0.033877,0.300000,0.012919,-1
0.750000,0.433333,0.000000,0.063990,0.480000,0.027315,-1
0.625000,0.333333,0.272727,0.116688,0.440000,0.029698,-1
0.666667,0.266667,0.181818,0.041405,0.260000,0.014933,-1
0.583333,0.833333,0.363636,0.199498,1.160000,0.059228,-1
0.614583,0.366667,0.727273,0.094103,0.360000,0.025940,-1
0.333333,0.600000,1.000000,0.109159,0.540000,0.029698,-1
0.947917,0.600000,0.090909,0.079046,0.500000,0.022987,-1
0.260417,0.433333,0.818182,0.041405,0.220000,0.017953,-1
0.729167,0.466667,0.363636,0.063990,0.600000,0.040604,-1
0.239583,0.000000,1.000000,0.033877,0.120000,0.010906,-1
0.593750,0.533333,0.000000,0.033877,0.180000,0.015604,-1
0.229167,0.800000,0.090909,0.056462,0.240000,0.024933,-1
0.552083,0.566667,0.363636,0.071518,0.140000,0.016275,-1
0.416667,0.266667,0.363636,0.033877,0.140000,0.013591,-1
0.625000,0.766667,0.545455,0.063990,0.480000,0.029295,-1
0.406250,0.366667,0.636364,0.056462,0.240000,0.020336,-1
0.385417,0.033333,0.272727,0.041405,0.200000,0.012248,-1
0.645833,0.033333,0.363636,0.146801,1.140000,0.046477,-1
0.677083,0.833333,0.636364,0.282309,4.180000,0.141779,-1
0.916667,0.600000,0.181818,0.056462,0.160000,0.018289,-1
0.427083,0.233333,0.727273,0.071518,0.180000,0.015604,-1
0.854167,0.966667,0.727273,0.003764,0.080000,0.009430,-1
0.218750,0.533333,0.818182,0.079046,0.240000,0.022315,-1
0.427083,0.133333,0.636364,0.500627,2.360000,0.112919,-1
0.520833,0.233333,0.636364,0.146801,1.660000,0.074664,-1
0.833333,0.100000,0.272727,0.154329,0.900000,0.042450,-1
0.656250,0.633333,0.454545,0.131744,0.620000,0.034396,-1
0.739583,0.100000,0.909091,0.079046,0.760000,0.030369,-1
0.520833,0.766667,0.000000,0.086575,0.340000,0.020973,-1
0.750000,0.800000,0.090909,0.063990,0.360000,0.018289,-1
0.635417,0.733333,0.727273,0.124216,1.180000,0.050503,-1
0.593750,0.700000,0.454545,0.146801,2.160000,0.101711,-1
0.197917,0.466667,0.818182,0.094103,0.580000,0.032953,-1
0.302083,1.000000,0.545455,0.094103,0.480000,0.025000,-1
0.281250,0.100000,0.636364,0.146801,0.320000,0.038591,-1
0.906250,0.833333,0.727273,0.026349,0.160000,0.014262,-1
0.885417,0.700000,0.636364,0.079046,0.560000,0.029732,-1
0.187500,0.166667,0.454545,0.026349,0.240000,0.012248,-1
0.895833,0.333333,0.727273,0.026349,0.140000,0.012919,-1
0.770833,0.200000,0.818182,0.026349,0.160000,0.009564,-1
0.864583,0.866667,0.636364,0.011292,0.080000,0.010235,-1
0.333333,0.500000,0.909091,0.056462,0.140000,0.013591,-1
0.708333,0.866667,0.272727,0.086575,0.960000,0.035738,-1
0.697917,0.200000,0.272727,0.056462,0.380000,0.018289,-1
0.375000,0.500000,0.909091,0.056462,0.280000,0.016275,-1
0.791667,0.033333,0.272727,0.048934,0.220000,0.015940,-1
0.604167,0.700000,0.727273,0.094103,0.460000,0.034396,-1
0.750000,0.866667,0.636364,0.395232,8.780000,0.273993,-1
0.729167,0.466667,0.636364,0.124216,0.740000,0.038423,-1
0.729167,0.466667,0.000000,0.184442,2.940000,0.104195,-1
0.364583,1.000000,0.545455,0.071518,0.240000,0.019631,-1
0.854167,0.900000,0.272727,0.063990,0.500000,0.021644,-1
0.322917,0.133333,0.363636,0.018821,0.060000,0.008221,-1
0.635417,0.900000,0.818182,0.063990,0.560000,0.032081,-1
0.635417,0.466667,0.272727,0.079046,0.300000,0.033054,-1
0.708333,0.033333,0.454545,0.086575,0.560000,0.028356,-1
0.416667,0.366667,0.909091,0.094103,0.340000,0.025000,-1
0.343750,0.400000,0.636364,0.109159,0.540000,0.027685,-1
0.812500,0.533333,0.818182,0.033877,0.120000,0.014597,-1
0.593750,0.866667,0.272727,0.041405,0.240000,0.014933,-1
0.614583,0.200000,0.545455,0.026349,0.200000,0.010906,-1
0.645833,0.233333,0.545455,0.048934,0.260000,0.014262,-1
0.927083,0.533333,0.181818,0.184442,0.520000,0.038423,-1
0.187500,0.533333,1.000000,0.079046,0.360000,0.020973,-1
0.520833,0.900000,0.636364,0.079046,0.300000,0.018960,-1
0.781250,0.566667,0.909091,0.041405,0.380000,0.027886,-1
0.395833,0.533333,0.727273,0.063990,0.240000,0.020067,-1
0.645833,0.100000,0.636364,0.033877,0.200000,0.012248,-1
0.708333,0.733333,0.727273,0.214555,2.980000,0.097483,-1
0.750000,0.800000,0.272727,0.139272,1.340000,0.053859,-1
0.385417,0.466667,0.545455,0.041405,0.120000,0.010906,-1
0.604167,0.733333,0.454545,0.048934,0.180000,0.019631,-1
0.645833,0.566667,0.545455,0.161857,1.380000,0.052517,-1
0.270833,0.033333,0.181818,0.026349,0.100000,0.020067,-1
0.666667,0.933333,0.454545,0.131744,1.320000,0.064362,-1
0.770833,0.466667,0.818182,0.048934,0.280000,0.021309,-1
0.947917,0.100000,0.454545,0.041405,0.280000,0.018456,-1
0.656250,0.700000,0.272727,0.041405,0.260000,0.013591,-1
0.250000,0.666667,0.727273,0.086575,0.320000,0.027047,-1
0.625000,0.766667,0.181818,0.101631,0.820000,0.041812,-1
0.666667,0.600000,0.727273,0.094103,0.400000,0.022987,-1
0.239583,0.333333,0.181818,0.063990,0.300000,0.017617,-1
0.843750,0.166667,0.909091,0.056462,0.520000,0.020302,-1
0.260417,0.533333,1.000000,0.094103,0.780000,0.037752,-1
0.854167,1.000000,0.818182,0.056462,0.280000,0.023658,-1
0.729167,0.566667,0.454545,0.056462,0.480000,0.023658,-1
0.697917,0.900000,0.545455,0.101631,1.260000,0.054698,-1
0.708333,0.466667,0.727273,0.041405,0.180000,0.012248,-1
0.166667,0.933333,0.727273,0.048934,0.400000,0.024530,-1
0.572917,1.000000,0.000000,0.063990,0.300000,0.020973,-1
0.635417,0.666667,0.181818,0.109159,0.520000,0.037148,-1
0.562500,0.266667,0.090909,0.041405,0.140000,0.021275,-1
0.718750,0.533333,0.818182,0.086575,1.380000,0.050503,-1
0.427083,0.366667,1.000000,0.079046,0.240000,0.021644,-1
0.510417,0.433333,0.000000,0.086575,0.220000,0.023154,-1
0.833333,0.933333,0.272727,0.041405,0.140000,0.012584,-1
0.687500,0.433333,0.272727,0.207026,1.060000,0.055369,-1
0.312500,0.233333,0.636364,0.342535,3.080000,0.157919,-1
0.197917,0.866667,0.454545,0.402760,4.060000,0.226510,-1
0.729167,0.533333,0.000000,0.101631,0.560000,0.030369,-1
0.302083,0.000000,0.727273,0.041405,0.120000,0.014262,-1
0.802083,0.966667,0.818182,0.146801,0.860000,0.047148,-1
0.625000,0.200000,0.000000,0.116688,1.040000,0.050671,-1
0.833333,0.700000,0.363636,0.033877,0.140000,0.016946,-1
0.729167,0.333333,0.454545,0.063990,0.280000,0.017617,-1
0.270833,0.233333,0.272727,0.041405,0.140000,0.012584,-1
0.239583,0.200000,0.272727,0.048934,0.220000,0.020973,-1
0.718750,0.600000,0.454545,0.079046,0.320000,0.028926,-1
0.770833,0.900000,0.818182,0.131744,1.620000,0.056544,-1
0.937500,0.533333,0.090909,0.048934,0.380000,0.029295,-1
0.770833,0.766667,0.181818,0.056462,0.260000,0.022987,-1
0.260417,0.433333,0.000000,0.071518,0.620000,0.037383,-1
0.572917,0.266667,0.181818,0.041405,0.260000,0.014933,-1
0.541667,0.366667,0.181818,0.079046,0.140000,0.017617,-1
0.562500,0.566667,0.636364,0.041405,0.140000,0.015604,-1
0.781250,0.933333,0.363636,0.222083,3.240000,0.144295,-1
0.531250,0.666667,0.000000,0.079046,0.560000,0.024329,-1
0.625000,0.566667,0.454545,0.048934,0.220000,0.013591,-1
0.916667,0.233333,0.000000,0.094103,0.660000,0.041611,-1
0.833333,0.866667,0.090909,0.033877,0.140000,0.014933,-1
0.354167,0.933333,0.000000,0.079046,0.440000,0.030403,-1
0.354167,0.633333,0.000000,0.063990,0.320000,0.017617,-1
0.500000,0.733333,0.363636,0.222083,1.700000,0.066611,-1
0.645833,0.566667,0.363636,0.116688,0.880000,0.035738,-1
0.583333,0.633333,0.000000,0.026349,0.160000,0.015302,-1
0.572917,0.733333,0.000000,0.063990,0.300000,0.016946,-1
0.718750,0.600000,0.090909,0.018821,0.100000,0.008893,-1
0.677083,0.266667,0.545455,0.079046,0.480000,0.025168,-1
0.395833,0.066667,0.636364,0.161857,0.640000,0.037081,-1
0.791667,0.866667,0.181818,0.041405,0.340000,0.019631,-1
0.510417,0.400000,0.363636,0.048934,0.140000,0.012919,-1
0.906250,0.233333,0.272727,0.033877,0.340000,0.019966,-1
0.250000,0.666667,0.818182,0.191970,1.000000,0.047148,-1
0.250000,0.400000,0.000000,0.071518,0.300000,0.018289,-1
0.552083,0.600000,0.454545,0.086575,0.540000,0.027685,-1
0.354167,0.100000,0.636364,0.094103,0.280000,0.020973,-1
0.625000,0.566667,0.727273,0.071518,0.320000,0.020134,-1
0.677083,0.666667,0.818182,0.026349,0.200000,0.023658,-1
0.572917,0.266667,0.818182,0.011292,0.080000,0.014463,-1
0.312500,0.866667,0.090909,0.041405,0.240000,0.020302,-1
0.656250,0.100000,0.272727,0.176913,2.420000,0.121644,-1
0.802083,0.733333,0.000000,0.116688,0.520000,0.031040,-1
0.427083,0.600000,0.727273,0.086575,0.120000,0.020973,-1
0.239583,0.200000,0.272727,0.041405,0.160000,0.011577,-1
0.197917,0.533333,0.454545,0.176913,1.000000,0.045805,-1
0.947917,0.866667,0.272727,0.011292,0.060000,0.012819,-1
0.739583,0.500000,0.181818,0.041405,0.280000,0.023691,-1
0.489583,0.600000,1.000000,0.063990,0.260000,0.015604,-1
0.802083,0.400000,0.909091,0.063990,0.360000,0.029295,-1
0.531250,0.200000,0.818182,0.109159,0.360000,0.030537,-1
0.864583,0.800000,0.636364,0.056462,0.540000,0.027349,-1
0.593750,0.566667,0.727273,0.048934,0.140000,0.016275,-1
0.906250,0.433333,0.454545,0.041405,0.260000,0.013591,-1
0.833333,0.500000,0.818182,0.063990,0.860000,0.039396,-1
0.322917,0.100000,0.636364,0.048934,0.180000,0.012919,-1
0.968750,0.466667,0.454545,0.071518,0.500000,0.022315,-1
0.312500,0.766667,0.181818,0.079046,0.160000,0.016779,-1
0.781250,0.233333,0.363636,0.041405,0.180000,0.015604,-1
0.802083,0.766667,0.181818,0.101631,0.640000,0.040201,-1
0.906250,0.633333,0.090909,0.109159,0.580000,0.028356,-1
0.802083,0.900000,0.000000,0.071518,0.500000,0.028926,-1
0.437500,0.733333,0.000000,0.041405,0.120000,0.020973,-1
0.343750,0.933333,0.454545,0.139272,0.200000,0.026342,-1
0.635417,0.333333,0.636364,0.191970,3.100000,0.107550,-1
0.812500,0.833333,0.181818,0.079046,0.700000,0.027013,-1
0.552083,0.100000,0.818182,0.071518,0.460000,0.031040,-1
0.583333,0.900000,0.727273,0.094103,0.700000,0.034396,-1
0.947917,0.133333,0.545455,0.169385,2.860000,0.103188,-1
0.322917,0.400000,0.181818,0.033877,0.180000,0.016275,-1
0.875000,0.033333,0.181818,0.063990,0.580000,0.023658,-1
0.364583,0.333333,0.636364,0.199498,0.600000,0.039765,-1
0.343750,0.133333,0.727273,0.139272,0.320000,0.019631,-1
0.562500,0.900000,0.090909,0.041405,0.200000,0.012919,-1
0.572917,0.533333,0.545455,0.094103,0.160000,0.018289,-1
0.562500,0.966667,0.000000,0.109159,0.760000,0.038758,-1
0.208333,0.866667,0.545455,0.161857,0.460000,0.033054,-1
0.760417,0.466667,0.636364,0.101631,0.460000,0.033758,-1
0.239583,0.600000,1.000000,0.048934,0.240000,0.019966,-1
0.770833,0.333333,0.181818,0.041405,0.280000,0.016779,-1
0.541667,0.633333,0.090909,0.056462,0.180000,0.014262,-1
0.312500,0.866667,0.818182,0.101631,0.700000,0.029698,-1
0.854167,0.266667,0.181818,0.041405,0.220000,0.012919,-1
0.666667,0.133333,0.545455,0.018821,0.100000,0.015067,-1
0.947917,0.500000,0.272727,0.018821,0.180000,0.014262,-1
0.562500,0.200000,0.636364,0.048934,0.120000,0.012248,-1
0.802083,0.033333,0.818182,0.026349,0.200000,0.017617,-1
