0.067669,0.014,0,0,-1
0.047619,0.019,0,0,-1
0.072682,0.056,0,0,-1
0.022556,0.006,0,0,-1
0.022556,0.011,0,0,-1
0.012531,0.01,0,0,-1
0.017544,0.003,0,0,-1
0.062657,0.028,0,0,-1
0.057644,0.021,0,0,-1
0.057644,0.024,0,0,-1
0.042607,0.017,0,0,-1
0.027569,0.01,0,0,-1
0.137845,0.177,0,0,-1
0.032581,0.012,0,0,-1
0.022556,0.01,0,0,-1
0.022556,0.007,0,0,-1
0.102757,0.07,0,0,-1
0.032581,0.018,0,0,-1
0.057644,0.018,0,0,-1
0.007519,0.005,0,0,-1
0.072682,0.034,0,0,-1
0.082707,0.016,0,0,-1
0.042607,0.013,0,0,-1
0.022556,0.005,0,0,-1
0.067669,0.031,0,0,-1
0.017544,0.007,0,0,-1
0.042607,0.014,0,0,-1
0.102757,0.023,0,0,-1
0.007519,0.005,0,0,-1
0.037594,0.017,0,0,-1
0.022556,0.009,0,0,-1
0.278195,0.207,0,0,-1
0.032581,0.009,0,0,-1
0.037594,0.014,0,0,-1
0.042607,0.013,0,0,-1
0.012531,0.005,0,0,-1
0.097744,0.088,0,0,-1
0.087719,0.086,0,0,-1
0.027569,0.008,0,0,-1
0.052632,0.041,0,0,-1
0.042607,0.011,0,0,-1
0.057644,0.016,0,0,-1
0.037594,0.012,0,0,-1
0.042607,0.033,0,0,-1
0.037594,0.01,0,0,-1
0.343358,0.192,0,0,-1
0.047619,0.019,0,0,-1
0.032581,0.014,0,0,-1
0.027569,0.007,0,0,-1
0.057644,0.03,0,0,-1
0.052632,0.023,0,0,-1
0.097744,0.03,0,0,-1
0.042607,0.018,0,0,-1
0.12782,0.175,0,0,-1
0.047619,0.029,0,0,-1
0.022556,0.007,0,0,-1
0.017544,0.009,0,0,-1
0.032581,0.019,0,0,-1
0.24812,0.169,0,0,-1
0.403509,0.178,0,0,-1
0.077694,0.068,0,0,-1
0.017544,0.004,0,0,-1
0.107769,0.115,0,0,-1
0.057644,0.024,0,0,-1
0.022556,0.005,0,0,-1
0.017544,0.008,0,0,-1
0.017544,0.005,0,0,-1
0.032581,0.017,0,0,-1
0.022556,0.009,0,0,-1
0.017544,0.012,0,0,-1
0.032581,0.011,0,0,-1
0.087719,0.066,0,0,-1
0.007519,0.003,0,0,-1
0.057644,0.03,0,0,-1
0.012531,0.01,0,0,-1
0.017544,0.007,0,0,-1
0.027569,0.013,0,0,-1
0.077694,0.013,0,0,-1
0.117794,0.022,0,0,-1
0.092732,0.087,0,0,-1
0.022556,0.007,0,0,-1
0.192982,0.099,0,0,-1
0.042607,0.01,0,0,-1
0.027569,0.012,0,0,-1
0.017544,0.008,0,0,-1
0.027569,0.011,0,0,-1
0.027569,0.008,0,0,-1
0.062657,0.021,0,0,-1
0.022556,0.009,0,0,-1
0.042607,0.052,0,0,-1
0.213033,0.143,0,0,-1
0.047619,0.016,0,0,-1
0.022556,0.008,0,0,-1
0.027569,0.017,0,0,-1
0.027569,0.014,0,0,-1
0.037594,0.012,0,0,-1
0.017544,0.008,0,0,-1
0.062657,0.019,0,0,-1
0.027569,0.005,0,0,-1
0.12782,0.173,0,0,-1
0.117794,0.055,0,0,-1
0.032581,0.018,0,0,-1
0.213033,0.126,0,0,-1
0.052632,0.023,0,0,-1
0.057644,0.018,0,0,-1
0.057644,0.038,0,0,-1
0.017544,0.006,0,0,-1
0.022556,0.009,0,0,-1
0.077694,0.057,0,0,-1
0.017544,0.006,0,0,-1
0.062657,0.029,0,0,-1
0.052632,0.014,0,0,-1
0.047619,0.024,0,0,-1
0.14787,0.15,0,0,-1
0.007519,0.004,0,0,-1
0.037594,0.01,0,0,-1
0.017544,0.006,0,0,-1
0.057644,0.044,0,0,-1
0.057644,0.056,0,0,-1
0.027569,0.007,0,0,-1
0.017544,0.009,0,0,-1
0.18797,0.183,0,0,-1
0.017544,0.01,0,0,-1
0.012531,0.004,0,0,-1
0.022556,0.008,0,0,-1
0.032581,0.012,0,0,-1
0.027569,0.013,0,0,-1
0.017544,0.009,0,0,-1
0.032581,0.015,0,0,-1
0.032581,0.013,0,0,-1
0.032581,0.011,0,0,-1
0.032581,0.012,0,0,-1
0.032581,0.011,0,0,-1
0.037594,0.018,0,0,-1
0.052632,0.007,0,0,-1
0.042607,0.015,0,0,-1
0.027569,0.011,0,0,-1
0.072682,0.019,0,0,-1
0.022556,0.007,0,0,-1
0.042607,0.008,0,0,-1
0.092732,0.039,0,0,-1
0.007519,0.006,0,0,-1
0.027569,0.008,0,0,-1
0.072682,0.029,0,0,-1
0.057644,0.034,0,0,-1
0.022556,0.01,0,0,-1
0.017544,0.006,0,0,-1
0.027569,0.008,0,0,-1
0.052632,0.017,0,0,-1
0.027569,0.013,0,0,-1
0.057644,0.042,0,0,-1
0.057644,0.068,0,0,-1
0.047619,0.015,0,0,-1
0.007519,0.002,0,0,-1
0.032581,0.018,0,0,-1
0.032581,0.007,0,0,-1
0.12782,0.05,0,0,-1
0.027569,0.008,0,0,-1
0.017544,0.007,0,0,-1
0.027569,0.014,0,0,-1
0.032581,0.014,0,0,-1
0.067669,0.021,0,0,-1
0.022556,0.008,0,0,-1
0.032581,0.011,0,0,-1
0.072682,0.041,0,0,-1
0.022556,0.007,0,0,-1
0.117794,0.174,0,0,-1
0.072682,0.024,0,0,-1
0.052632,0.024,0,0,-1
0.162907,0.092,0,0,-1
0.027569,0.009,0,0,-1
0.017544,0.004,0,0,-1
0.042607,0.011,0,0,-1
0.027569,0.015,0,0,-1
0.142857,0.133,0,0,-1
0.017544,0.012,0,0,-1
0.082707,0.059,0,0,-1
0.052632,0.016,0,0,-1
0.017544,0.006,0,0,-1
0.042607,0.013,0,0,-1
0.027569,0.007,0,0,-1
0.017544,0.008,0,0,-1
0.027569,0.006,0,0,-1
0.022556,0.011,0,0,-1
0.117794,0.082,0,0,-1
0.012531,0.008,0,0,-1
0.022556,0.01,0,0,-1
0.012531,0.007,0,0,-1
0.052632,0.009,0,0,-1
0.042607,0.019,0,0,-1
0.162907,0.133,0,0,-1
0.077694,0.061,0,0,-1
0.057644,0.027,0,0,-1
0.067669,0.016,0,0,-1
0.032581,0.012,0,0,-1
0.067669,0.09,0,0,-1
0.157895,0.054,0,0,-1
0.062657,0.07,0,0,-1
0.042607,0.017,0,0,-1
0.052632,0.015,0,0,-1
0.052632,0.011,0,0,-1
0.082707,0.086,0,0,-1
0.057644,0.039,0,0,-1
0.052632,0.014,0,0,-1
0.037594,0.006,0,0,-1
0.243108,0.169,0,0,-1
0.047619,0.022,0,0,-1
0.077694,0.023,0,0,-1
0.022556,0.011,0,0,-1
0.022556,0.011,0,0,-1
0.022556,0.006,0,0,-1
0.142857,0.228,0,0,-1
0.027569,0.005,0,0,-1
0.032581,0.017,0,0,-1
0.042607,0.024,0,0,-1
0.032581,0.007,0,0,-1
0.032581,0.007,0,0,-1
0.12782,0.109,0,0,-1
0.027569,0.008,0,0,-1
0.197995,0.176,0,0,-1
0.052632,0.017,0,0,-1
0.047619,0.009,0,0,-1
0.057644,0.029,0,0,-1
0.313283,0.173,0,0,-1
0.062657,0.017,0,0,-1
0.017544,0.01,0,0,-1
0.042607,0.013,0,0,-1
0.047619,0.017,0,0,-1
0.062657,0.017,0,0,-1
0.042607,0.046,0,0,-1
0.082707,0.054,0,0,-1
0.017544,0.007,0,0,-1
0.032581,0.007,0,0,-1
0.072682,0.033,0,0,-1
