id,Label,Number_Points,trip_seconds,trip_miles
193,193,1,0.218045,0.419000
194,194,1,0.363409,0.155000
195,195,1,0.057644,0.105000
196,196,1,0.338346,0.029000
197,197,1,0.528822,0.214000
198,198,1,0.343358,0.049000
199,199,1,0.468672,0.162000
200,200,1,0.433584,0.258000
201,201,1,0.493734,0.199000
202,202,1,0.383459,0.154000
203,203,1,0.353383,0.209000
204,204,1,0.177945,0.372000
205,205,1,0.238095,0.049000
206,206,1,0.137845,0.266000
207,207,1,0.543860,0.157000
208,208,1,0.328321,0.387000
209,209,1,0.313283,0.090000
210,210,1,0.213033,0.231000
211,211,1,0.313283,0.240000
212,212,2,0.215539,0.245000
213,213,1,0.253133,0.343000
214,214,1,0.313283,0.072000
215,215,1,0.393484,0.526000
216,216,1,0.323308,0.113000
217,217,1,0.258145,0.085000
218,218,1,0.268170,0.078000
219,219,1,0.568922,0.239000
220,220,1,0.378446,0.081000
221,221,1,0.248120,0.229000
222,222,1,0.112782,0.204000
223,223,1,0.433584,0.272000
224,224,1,0.523810,0.344000
0,0,3754,0.029648,0.011183
1,1,59,0.170299,0.172271
2,2,1303,0.047900,0.014217
3,3,375,0.069821,0.048747
4,4,1970,0.013198,0.006252
5,5,312,0.051587,0.047256
6,6,577,0.068373,0.029426
7,7,1090,0.050199,0.027429
8,8,113,0.111096,0.172372
9,9,28,0.131221,0.070214
10,10,454,0.034072,0.025958
11,11,45,0.208243,0.171889
12,12,11,0.288676,0.172818
13,13,186,0.089740,0.048919
14,14,125,0.089845,0.069800
15,15,16,0.150063,0.188938
16,16,29,0.148734,0.149483
17,17,238,0.067859,0.014845
18,18,157,0.087943,0.030752
19,19,28,0.149123,0.130071
20,20,109,0.130395,0.172945
21,21,7,0.308271,0.173429
22,22,32,0.112782,0.149125
23,23,66,0.149465,0.170939
24,24,29,0.095497,0.169828
25,25,35,0.231221,0.173000
26,26,20,0.125815,0.031400
27,27,20,0.168672,0.129450
28,28,83,0.090195,0.088169
29,29,45,0.087608,0.014244
30,30,12,0.191312,0.147833
31,31,5,0.093734,0.148200
32,32,5,0.152882,0.210200
33,33,38,0.054083,0.067158
34,34,6,0.013367,0.046667
35,35,3,0.166249,0.254667
36,36,157,0.071309,0.068490
37,37,23,0.250953,0.172739
38,38,22,0.169743,0.149364
39,39,10,0.128321,0.187100
40,40,43,0.072915,0.086837
41,41,5,0.209023,0.130800
42,42,20,0.129574,0.090950
43,43,5,0.047619,0.088200
44,44,53,0.129333,0.130585
45,45,2,0.308271,0.264000
46,46,1,0.243108,0.128000
47,47,2,0.248120,0.033500
48,48,45,0.190198,0.171689
49,49,37,0.110072,0.108108
50,50,21,0.129490,0.109714
51,51,25,0.091529,0.108520
52,52,6,0.047619,0.105667
53,53,6,0.147870,0.070667
54,54,39,0.128719,0.149000
55,55,6,0.071011,0.129333
56,56,1,0.303258,0.136000
57,57,31,0.034845,0.045581
58,58,2,0.408521,0.171000
59,59,3,0.216374,0.330667
60,60,9,0.167920,0.067444
61,61,9,0.130604,0.209111
62,62,9,0.189641,0.132111
63,63,13,0.030654,0.069846
64,64,3,0.365079,0.183667
65,65,1,4.263158,0.019000
66,66,5,0.168922,0.205400
67,67,3,0.331662,0.171000
68,68,34,0.129736,0.049971
69,69,7,0.190118,0.185429
70,70,66,0.110048,0.130394
71,71,50,0.108571,0.069840
72,72,5,0.170927,0.185600
73,73,1,0.263158,0.021000
74,74,14,0.271393,0.174571
75,75,1,0.132832,0.429000
76,76,6,0.106934,0.186167
77,77,55,0.108043,0.048945
78,78,55,0.108772,0.031491
79,79,7,0.165055,0.087429
80,80,16,0.013158,0.026438
81,81,4,0.162907,0.055750
82,82,14,0.148228,0.049857
83,83,4,0.186717,0.048000
84,84,1,0.323308,0.665000
85,85,8,0.075815,0.110000
86,86,9,0.170705,0.111222
87,87,4,0.127820,0.010000
88,88,6,0.189641,0.111167
89,89,4,0.011278,0.070750
90,90,2,0.027569,0.128000
91,91,1,0.147870,0.402000
92,92,1,1.646617,0.000000
93,93,25,0.093133,0.128800
94,94,4,0.228070,0.092000
95,95,12,0.148287,0.088750
96,96,10,0.150877,0.033800
97,97,8,0.207393,0.147750
98,98,1,0.313283,0.140000
99,99,38,0.107769,0.088947
100,100,1,5.591479,0.000000
101,101,1,6.037594,0.004000
102,102,1,0.182957,0.249000
103,103,5,0.077694,0.142000
104,104,1,0.248120,0.303000
105,105,12,0.230159,0.131750
106,106,7,0.250985,0.186571
107,107,1,0.122807,0.330000
108,108,1,0.248120,0.004000
109,109,5,0.185965,0.070200
110,110,3,0.211362,0.110000
111,111,1,0.203008,0.319000
112,112,3,0.273183,0.154667
113,113,7,0.234515,0.148429
114,114,1,0.147870,0.239000
115,115,2,0.187970,0.277500
116,116,1,0.343358,0.002000
117,117,1,0.463659,0.089000
118,118,1,0.303258,0.353000
119,119,5,0.168922,0.032000
120,120,3,0.184628,0.290667
121,121,3,0.351713,0.174000
122,122,2,0.388471,0.170500
123,123,3,0.233083,0.191000
124,124,11,0.148781,0.111909
125,125,10,0.106266,0.015800
126,126,2,0.263158,0.090500
127,127,3,0.253133,0.144333
128,128,1,5.125313,0.008000
129,129,1,0.423559,0.058000
130,130,1,3.872180,0.010000
131,131,1,0.157895,0.247000
132,132,1,0.263158,0.439000
133,133,1,0.253133,0.057000
134,134,1,0.167920,0.003000
135,135,1,0.002506,0.145000
136,136,1,0.398496,0.197000
137,137,1,0.303258,0.205000
138,138,1,0.243108,0.204000
139,139,2,0.228070,0.205000
140,140,1,4.794486,0.007000
141,141,1,6.253133,0.009000
142,142,1,0.147870,0.005000
143,143,1,0.208020,0.258000
144,144,1,0.208020,0.037000
145,145,6,0.290727,0.147000
146,146,1,0.117794,0.240000
147,147,1,0.162907,0.320000
148,148,1,0.243108,0.443000
149,149,2,0.275689,0.183500
150,150,1,0.027569,0.142000
151,151,1,0.443609,0.228000
152,152,1,0.423559,0.361000
153,153,2,0.330827,0.194000
154,154,3,0.211362,0.184000
155,155,1,2.293233,0.000000
156,156,2,0.010025,0.090000
157,157,1,0.288221,0.430000
158,158,1,0.413534,0.089000
159,159,2,0.235589,0.313500
160,160,1,0.233083,0.039000
161,161,1,5.827068,0.000000
162,162,1,2.318296,0.016000
163,163,1,4.278195,0.041000
164,164,1,0.197995,0.000000
165,165,1,0.373434,0.391000
166,166,1,0.398496,0.326000
167,167,1,0.002506,0.133000
168,168,1,4.764411,0.006000
169,169,1,0.228070,0.078000
170,170,2,0.213033,0.203500
171,171,1,0.288221,0.230000
172,172,1,0.363409,0.326000
173,173,1,4.694236,0.054000
174,174,1,0.263158,0.117000
175,175,2,0.285714,0.189000
176,176,2,0.203008,0.090500
177,177,1,0.197995,0.302000
178,178,2,0.190476,0.028500
179,179,1,4.674185,0.012000
180,180,1,0.323308,0.280000
181,181,2,0.165414,0.233500
182,182,2,0.255639,0.091000
183,183,1,0.258145,0.365000
184,184,1,4.213033,0.006000
185,185,1,0.187970,0.468000
186,186,1,0.393484,0.203000
187,187,1,0.248120,0.223000
188,188,1,0.323308,0.145000
189,189,2,0.185464,0.211000
190,190,1,0.233083,0.058000
191,191,1,0.273183,0.139000
192,192,2,0.035088,0.083000
193,193,3,0.054302,0.131667
194,194,1,0.333333,0.337000
195,195,1,0.373434,0.158000
196,196,1,0.313283,0.029000
197,197,1,0.408521,0.143000
198,198,1,3.586466,0.004000
199,199,1,0.248120,0.257000
200,200,1,4.223058,0.005000
201,201,1,0.218045,0.290000
202,202,1,0.258145,0.330000
203,203,1,0.308271,0.012000
204,204,1,0.318296,0.472000
205,205,1,4.609023,0.008000
206,206,1,4.238095,0.020000
207,207,2,0.233083,0.110500
208,208,1,0.308271,0.190000
209,209,2,0.368421,0.028500
210,210,1,0.333333,0.066000
211,211,2,0.288221,0.048000
212,212,1,5.195489,0.017000
213,213,1,4.684211,0.017000
214,214,1,0.463659,0.176000
215,215,1,0.218045,0.077000
216,216,1,0.373434,0.064000
217,217,2,0.255639,0.104500
