0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.089986,0.148148,0,0
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.709801,0.409496,3,2
0.127896,0.247194,0,0
0.127896,0.247194,0,0
0.127896,0.247194,0,0
0.127896,0.247194,0,0
0.127896,0.247194,0,0
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.568426,0.388945,3,2
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.449084,0.051406,3,5
0.127441,0.31254,0,0
0.127441,0.31254,0,0
0.127441,0.31254,0,0
0.127441,0.31254,0,0
0.127441,0.31254,0,0
0.127441,0.31254,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.148883,0.070141,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.16799,0.053927,0,0
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.551609,0.092015,3,5
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.411293,0.269259,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.211658,0.172033,1,1
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.312189,0.188478,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.109846,0.209854,0,0
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.22964,0.311598,1,1
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
0.087574,0.069621,0,0
