Taxi_id,time_stamp,hour,day,month,year,day_of_week,trip_seconds,trip_miles,trip_total
5f1b23,2014-03-15 16:45:00.000000 UTC,16.75,15,3,2014,7,960,1.9,9.05
5f1b23,2014-03-08 22:00:00.000000 UTC,22,8,3,2014,7,3960,1.7,8.85
5f1b23,2015-07-04 22:30:00.000000 UTC,22.5,4,7,2015,7,180,0.3,5.05
5f1b23,2014-03-09 00:15:00.000000 UTC,0.25,9,3,2014,1,900,7.7,19.55
5f1b23,2014-03-01 09:15:00.000000 UTC,9.25,1,3,2014,7,420,1.2,6.05
5f1b23,2014-09-20 23:30:00.000000 UTC,23.5,20,9,2014,7,240,1,6.25
5f1b23,2014-04-12 21:30:00.000000 UTC,21.5,12,4,2014,7,660,1.7,8.85
5f1b23,2015-06-13 16:00:00.000000 UTC,16,13,6,2015,7,600,2.4,10.85
5f1b23,2015-09-27 15:45:00.000000 UTC,15.75,27,9,2015,1,720,2.8,9.85
5f1b23,2014-04-12 07:30:00.000000 UTC,7.5,12,4,2014,7,420,1.4,6.45
5f1b23,2015-09-06 16:15:00.000000 UTC,16.25,6,9,2015,1,120,0.6,6.25
5f1b23,2014-06-22 18:00:00.000000 UTC,18,22,6,2014,1,120,0.5,7.95
5f1b23,2015-06-13 18:15:00.000000 UTC,18.25,13,6,2015,7,1140,4.3,15.25
5f1b23,2014-02-23 04:00:00.000000 UTC,4,23,2,2014,1,180,0,5.85
5f1b23,2015-01-31 17:15:00.000000 UTC,17.25,31,1,2015,7,480,1.5,7.05
5f1b23,2015-12-06 16:30:00.000000 UTC,16.5,6,12,2015,1,540,1.6,7.45
5f1b23,2014-02-16 04:45:00.000000 UTC,4.75,16,2,2014,1,600,0,8.85
5f1b23,2015-11-01 15:45:00.000000 UTC,15.75,1,11,2015,1,300,1.1,6.65
5f1b23,2015-01-03 17:15:00.000000 UTC,17.25,3,1,2015,7,420,2.1,7.25
5f1b23,2014-04-12 04:30:00.000000 UTC,4.5,12,4,2014,7,900,3.9,11.65
5f1b23,2014-05-24 18:15:00.000000 UTC,18.25,24,5,2014,7,840,2.2,10.45
5f1b23,2014-11-16 14:00:00.000000 UTC,14,16,11,2014,1,480,4.8,12.05
5f1b23,2015-05-23 20:00:00.000000 UTC,20,23,5,2015,7,1140,6,15.05
5f1b23,2014-09-07 18:00:00.000000 UTC,18,7,9,2014,1,120,0.4,5.25
5f1b23,2015-11-29 17:30:00.000000 UTC,17.5,29,11,2015,1,420,1.5,7.85
5f1b23,2014-04-12 02:45:00.000000 UTC,2.75,12,4,2014,7,480,2.1,7.65
5f1b23,2014-10-04 21:45:00.000000 UTC,21.75,4,10,2014,7,60,0,4.45
5f1b23,2015-11-01 15:30:00.000000 UTC,15.5,1,11,2015,1,420,1.2,7.95
5f1b23,2014-03-01 02:00:00.000000 UTC,2,1,3,2014,7,1500,18,45.15
5f1b23,2015-10-31 23:45:00.000000 UTC,23.75,31,10,2015,7,600,2,9.95
5f1b23,2015-01-24 20:00:00.000000 UTC,20,24,1,2015,7,420,0.8,7.05
5f1b23,2014-05-17 21:00:00.000000 UTC,21,17,5,2014,7,2100,21.1,43.45
5f1b23,2015-04-12 03:30:00.000000 UTC,3.5,12,4,2015,1,1620,15.7,35.85
5f1b23,2015-10-04 15:45:00.000000 UTC,15.75,4,10,2015,1,180,0.8,4.85
5f1b23,2014-05-17 20:15:00.000000 UTC,20.25,17,5,2014,7,540,0.6,8.25
5f1b23,2015-05-03 07:00:00.000000 UTC,7,3,5,2015,1,240,0.4,4.85
5f1b23,2014-02-22 05:30:00.000000 UTC,5.5,22,2,2014,7,420,0,6.85
5f1b23,2014-03-22 04:15:00.000000 UTC,4.25,22,3,2014,7,300,1.3,7.05
5f1b23,2015-01-04 21:30:00.000000 UTC,21.5,4,1,2015,1,540,2.7,9.65
5f1b23,2015-05-09 22:45:00.000000 UTC,22.75,9,5,2015,7,660,2.5,11.05
5f1b23,2014-06-08 01:00:00.000000 UTC,1,8,6,2014,1,660,2.8,9.65
5f1b23,2014-03-08 16:15:00.000000 UTC,16.25,8,3,2014,7,1200,2.9,14.9
5f1b23,2014-03-08 16:45:00.000000 UTC,16.75,8,3,2014,7,660,3.1,11.35
5f1b23,2014-03-08 04:30:00.000000 UTC,4.5,8,3,2014,7,420,1.4,8.85
5f1b23,2014-07-26 22:30:00.000000 UTC,22.5,26,7,2014,7,480,1.4,9.24
5f1b23,2015-12-05 18:00:00.000000 UTC,18,5,12,2015,7,540,2,7.85
5f1b23,2015-04-25 17:00:00.000000 UTC,17,25,4,2015,7,180,0.8,4.85
5f1b23,2014-02-02 23:00:00.000000 UTC,23,2,2,2014,1,720,0,11.05
5f1b23,2015-07-04 18:15:00.000000 UTC,18.25,4,7,2015,7,1860,9,23.45
5f1b23,2014-11-01 23:15:00.000000 UTC,23.25,1,11,2014,7,240,1.2,5.65
5f1b23,2015-11-22 13:45:00.000000 UTC,13.75,22,11,2015,1,300,1.2,5.85
5f1b23,2015-05-16 21:00:00.000000 UTC,21,16,5,2015,7,960,4,13.45
5f1b23,2015-05-02 11:00:00.000000 UTC,11,2,5,2015,7,1020,3.9,14.55
